icd_code,root
B963,B96
I69954,I69
I2584,I25
M353,M35
T426X2A,T42
T433X2A,T43
T43592A,T43
T434X2A,T43
T43222A,T43
T443X2A,T44
T424X2A,T42
T447X2A,T44
F6089,F60
J984,J98
I6389,I63
T82855A,T82
K922,K92
L853,L85
E8779,E87
25080,E11
43330,
71691,M12
29590,F20
V070,Z51
28419,D61
05449,B00
28850,D70
2894,D75
37220,H10
A4159,A41
Q445,Q44
K8309,K83
I2782,I27
I82721,I82
T82818A,T82
Y92003,Y92
J302,J30
K55019,K55
K429,K42
K469,K46
4560,I85
53019,K22
75162,Q43
37300,
0549,B00
36900,H54
V4571,Z95
185,C61
53241,K26
99682,T82
4539,I82
V1007,Z85
E8780,
3542,G56
R918,R91
R945,R94
K5289,K52
M24452,M24
Z978,Z97
C771,C77
T17590A,T17
J988,J98
5852,N18
4538,I82
2384,D48
V1004,Z85
V1072,Z85
20890,C95
7213,M47
I82C11,I82
Z22322,Z22
J40,J40
J9692,J96
Z934,Z93
T40605A,T40
D430,D43
K6289,K62
Y810,Y81
E0590,E05
J0180,J01
E0781,E07
T486X5A,T48
7991,R69
4321,I62
95909,T14
S72302A,S72
D591,D59
M9702XA,M97
D6481,D64
6960,L40
70714,L89
5950,N30
30483,F11
V642,
I5020,I50
S062X9A,S06
R402141,R40
R402361,R40
R402251,R40
I408,I40
I452,I45
I82452,I82
L03314,L03
I97418,I97
R040,R04
G5712,G57
S0502XA,S05
I63432,I63
M317,M31
I7789,I77
J479,J47
R29702,R29
4460,
71180,M00
78639,R06
V6406,
59972,N39
1398,
44621,
58381,N05
I6002,I60
T45526A,T45
Z91120,Z91
H9319,H93
T45516A,T45
F4321,F43
Z6379,Z63
Z598,Z59
I63542,I63
E854,E85
I680,I68
R42,R42
R419,R41
R29701,R29
Z2239,Z22
N059,N05
H15109,H15
A411,A41
T82518A,T82
R195,R19
B368,B36
L7602,L76
Z538,Z53
G40401,G40
C7800,C78
T426X6A,T42
Y902,Y90
Z9641,Z96
E162,E16
R251,R25
G992,G99
G7281,G72
I25111,I25
M5412,M54
E8341,E83
H4902,H49
R29707,R29
R601,R60
Y836,Y83
K810,K81
I63233,I63
N182,N18
R29711,R29
70700,L89
C3412,C34
G0481,G04
I82B12,I82
I82A12,I82
G6281,G62
G40411,G40
R041,R04
C221,C22
I50812,I50
Z792,Z79
Z1612,Z16
9110,S20
99666,T82
71106,M00
59010,N11
56489,K59
7948,R94
2270,D35
2558,E24
I440,I44
R5383,R53
70709,L89
70720,L89
78459,G44
78702,R19
7220,M50
V172,Z81
75611,Q75
I614,I61
R4181,R41
R413,R41
R634,R63
T447X5A,T44
G4730,G47
I8391,I83
Z6837,Z68
I2102,I21
I241,I24
I221,I22
E83110,E83
D7589,D75
I228,I22
K224,K22
R1314,R13
4412,I71
9341,T17
E911,
56032,K56
37941,H15
7423,Q01
78659,R06
K5791,K57
Z716,Z71
H35031,H35
C4491,C44
19889,C79
1982,C79
4590,R58
25013,E11
V4585,Z95
42989,I51
S14101A,S14
S12091A,S12
I67848,I67
R291,R29
T82898A,T82
L02414,L02
T82594A,T82
S0211CA,S02
W01198A,W01
Y92010,Y92
R402413,R40
Y710,Y71
F418,F41
K226,K22
I237,I23
Z531,Z53
3911,I01
R160,R16
J09X2,J09
K761,K76
N6002,N60
N6001,N60
99681,T82
0796,B97
N041,N04
K9161,K91
J9572,J95
J869,J86
J95830,J95
R238,R23
80331,S02
86510,S36
95892,
82382,S82
87342,S01
86602,S37
81000,S42
E8147,
E0190,
E0008,
I611,I61
Z86018,Z86
R29700,R29
86513,S36
E0060,
E9320,
C641,C64
S8011XA,S80
W228XXA,W22
30410,F11
9595,T14
I501,I50
D751,D75
T424X5A,T42
R0789,R07
53551,K29
27549,E83
71230,
4553,K64
T827XXA,T82
M3500,M35
Z8679,Z86
M4646,M46
L98429,L98
I6340,I63
T8111XA,T81
I82C12,I82
K9172,K91
I7409,I74
J9819,J98
R948,R94
I8500,I85
C259,C25
D3500,D35
K2980,K29
C8331,C83
H05221,H05
L89152,L89
I158,I15
S22040A,S22
R402143,R40
R402243,R40
R402363,R40
R1110,R11
T45525A,T45
R8281,R82
S15021A,S15
S12001A,S12
S2241XA,S22
S0240DA,S02
S32018A,S32
I82421,I82
S82144A,S82
V4949XA,V49
S82832A,S82
S8252XA,S82
S0281XA,S02
B999,B99
S143XXA,S14
S12110A,S12
V5988XA,V59
F10231,F10
S72011A,S72
G40501,G40
W04XXXA,W04
D321,D32
G9529,G95
5921,N20
03840,A40
5935,N28
33182,G30
E9394,
F79,F79
G319,G31
F518,F51
J181,J18
K55029,K55
K520,K52
K56609,K56
L89312,L89
Z8541,Z85
W881XXA,W88
I2693,I26
S52502A,S52
S52615A,S52
S022XXA,S02
I6502,I65
7244,M48
L109,L10
I2781,I27
R296,R29
G500,G50
6944,
G610,G61
M47812,M47
R109,R10
I426,I42
I69854,I69
I511,I51
42830,I50
25040,E11
5716,K70
E8199,
2730,D89
80507,S12
73313,M81
8248,S82
5728,K75
3551,G57
78651,R06
78605,R06
78492,G44
44481,I74
1991,C80
99593,T78
2867,D66
2931,F05
3379,G90
36251,H35
I63312,I63
I6522,I65
U099,U09
4233,I31
V8536,Z68
9031,S45
V1749,Z81
K565,K56
D680,D68
R252,R25
5566,K51
3490,G97
72885,M60
E9389,
D61811,D61
D4622,D46
T865,T86
Y849,Y84
Z803,Z80
K598,K59
Z801,Z80
T367X5A,T36
E9305,
36281,H35
I629,I62
C170,C17
G8314,G83
G8311,G83
R29703,R29
D120,D12
G252,G25
41091,I21
S14125A,S14
M5002,M50
R295,R29
S14126A,S14
W000XXA,W00
Y92008,Y92
M2578,M25
T404X1A,T40
Y92018,Y92
A430,A43
C3401,C34
9654,
30551,F10
V1541,Z91
3009,F41
I6322,I63
R260,R26
H905,H90
S7011XA,S70
D84821,D84
W1849XA,W18
Y93E2,Y93
Z954,Z95
S36032A,S36
S225XXA,S22
S272XXA,S27
S12300A,S12
S32592A,S32
S22079A,S22
V4940XA,V49
M5031,M50
S61422A,S61
S81012A,S81
S50312A,S50
S00432A,S00
R402422,R40
28800,D70
2853,D64
G40109,G40
G43909,G43
M419,M41
Z86010,Z86
L89622,L89
87320,S01
C715,C71
N1330,N13
T83122A,T83
M4856XD,M48
N840,N84
N210,N21
Z7401,Z74
53340,K27
3963,I08
3668,H26
71536,M15
D320,D32
C3492,C34
I213,I21
L89153,L89
R402433,R40
9726,T46
96909,
9832,T54
E9503,
E9507,
R51,R51
3942,I05
V5862,Z51
61801,N81
4552,K64
4555,K64
4551,K64
4554,K64
V422,
V1389,Z87
4470,I77
E272,E27
C679,C67
T3695XA,T36
Z432,Z43
Z436,Z43
K5650,K56
C7801,C78
Z936,Z93
T8144XA,T81
T8112XA,T81
A400,A40
T8132XA,T81
I82413,I82
T8579XA,T85
Z8551,Z85
Z85118,Z85
K559,K55
Z800,Z80
I898,I89
J188,J18
D61810,D61
C3411,C34
8080,S32
8082,S32
8056,S12
V625,
E8121,
V0382,Z23
9100,S00
9160,S70
29650,F30
75982,Q89
T886XXA,T88
C50911,C50
Z171,Z17
N62,N62
E1310,E13
N3080,N30
D4989,D49
J111,J11
S2242XA,S22
R29712,R29
S42032A,S42
H1189,H11
N151,N15
H02402,H02
H5500,H55
E113299,E11
M79673,M79
45184,I80
I249,I24
R0489,R04
I5082,I50
04186,B95
73016,M86
20500,C92
70719,L89
V1051,Z85
A0471,A04
K909,K90
Z90710,Z90
Z90721,Z90
Z8542,Z85
R5382,R53
R011,R01
Z881,Z88
Z885,Z88
Z888,Z88
G901,G90
R1032,R10
R1031,R10
N39498,N39
Z90722,Z90
Z9079,Z90
F4323,F43
5109,J86
29620,F30
V1584,Z91
I723,I72
A408,A40
I6381,I63
I510,I51
G8104,G81
I5189,I51
K2289,K22
H518,H51
Z332,Z33
O4402,O44
N9961,N99
O99342,O99
O99282,O99
N736,N73
Z3A18,Z3A
J122,J12
D469,D46
M868X8,M86
J8410,J84
M48062,M48
G9741,G97
M4316,M43
M4317,M43
E9443,
I97638,I97
L989,L98
S0211GA,S02
W050XXA,W05
T420X5A,T42
E8389,E83
20280,C82
99688,T82
90289,S35
27951,D80
56941,K62
0785,B08
0090,A09
3594,G71
5959,N30
B2709,B27
K7589,K75
Z62810,Z62
F99,F99
E063,E06
4941,J47
V1021,Z85
78442,G44
L89620,L89
C8330,C83
L97429,L97
D701,D70
Z6821,Z68
56738,K67
56721,K67
5778,K85
E9354,
27650,E87
S22041A,S22
S140XXA,S14
S06890A,S06
J158,J15
F10221,F10
S22028A,S22
S22038A,S22
S22058A,S22
S42031A,S42
V892XXA,V89
J390,J39
K658,K65
J384,J38
K122,K12
Z1629,Z16
W06XXXA,W06
Z982,Z98
I97191,I97
D480,D48
34292,G81
I400,I40
I82433,I82
I82443,I82
I82453,I82
G4089,G40
H31421,H31
R2681,R26
Z1611,Z16
72887,M60
29040,F03
V071,Z51
K0889,K08
K8520,K85
K7681,K76
28959,D75
85301,S06
92303,S40
92401,S70
T8059XA,T80
T50A95A,T50
23871,D48
4010,I10
78062,R45
1510,C16
K550,K55
S0990XA,S09
Z8501,Z85
53021,K22
I119,I11
R140,R14
N990,N99
4465,
725,M35
44422,I74
7854,R00
42490,I34
78001,R45
34200,G81
47831,J34
2738,D89
33709,G90
60883,N49
566,K61
N359,N35
M4814,M48
I651,I65
47833,J34
78609,R06
99739,
4786,J34
7861,R06
K2210,K22
K210,K21
G253,G25
Q100,Q10
S0191XA,S01
C187,C18
K9049,K90
B1710,B17
C801,C80
R202,R20
H4921,H49
C541,C54
C775,C77
C772,C77
C774,C77
C7962,C79
C7982,C79
N950,N95
58881,N25
75312,
59381,N28
591,N13
7964,R89
2572,E29
D761,D76
R161,R16
K7210,K72
86504,S36
80706,S22
59651,N32
99649,T82
7385,M95
73719,M40
2721,E78
42611,I44
Y92149,Y92
V0991,Z16
51853,J98
5695,K62
56981,K62
1119,B36
C773,C77
S32402D,S32
S36115A,S36
I2694,I26
G218,G21
I69341,I69
R1030,R10
Y92039,Y92
29572,F20
7135,M14
I745,I74
A7982,A79
Z85821,Z85
I083,I08
D473,D47
70711,L89
5289,K12
F0281,F02
Z9183,Z91
T434X5A,T43
07999,B97
27503,E83
H9192,H91
8208,S72
1972,C78
7384,M95
Y711,Y71
R5082,R50
S36113A,S36
S21131A,S21
X991XXA,X99
49392,J45
M5116,M51
M5117,M51
M7138,M71
G971,G97
F17290,F17
L89154,L89
I77819,I77
T50991A,T50
D6851,D68
D6852,D68
F23,F23
F1111,F11
K5521,K55
K641,K64
81301,S52
80034,S02
80124,S02
80508,S12
8028,S02
30431,F11
7812,R25
3559,G57
E8801,E88
I63132,I63
I7771,I77
G8193,G81
I7589,I75
H5347,H53
I69334,I69
H02401,H02
Z961,Z96
A812,A81
R17,R17
Z8572,Z85
Z8571,Z85
E569,E56
Z859,Z85
9348,T17
99659,T82
51919,J95
5198,J95
T85614A,T85
T43636A,T43
T43226A,T43
43410,I66
I310,I31
25001,E11
25201,E21
E279,E27
3241,
71103,M00
73008,M86
72271,M50
33819,G89
74721,
74769,
V5331,
1911,C71
E662,E66
Z6844,Z68
I824Z1,I82
N610,N61
R3129,R31
L89892,L89
C44311,C44
C44712,C44
E041,E04
C562,C56
R180,R18
C785,C78
C561,C56
N7093,N70
T405X2A,T40
J155,J15
J14,J14
E160,E16
T43292A,T43
F602,F60
1961,C77
E9426,
43381,
34540,G40
29212,F19
81602,S62
E8498,
M868X7,M86
E8359,E83
I2722,I27
N4889,N48
Z9119,Z91
Z89422,Z89
I70201,I70
Z89411,Z89
Z880,Z88
Z841,Z84
Z807,Z80
1890,C64
7230,M48
7243,M48
27788,E84
2357,
7921,R83
F3130,F31
K5792,K57
Y92013,Y92
Z932,Z93
I773,I77
G2579,G25
W07XXXA,W07
E890,E89
86503,S36
E8881,
78652,R06
M349,M34
W010XXA,W01
M47816,M47
K820,K82
R7309,R73
M5127,M51
T391X1A,T39
F1490,F14
T510X1A,T51
K718,K71
K2920,K29
S27331A,S27
S02412A,S02
S02411A,S02
S27322A,S27
F1113,F11
F13139,F13
V099XXA,V09
S01521A,S01
S025XXA,S02
51181,R09
5363,K31
5780,K92
34201,G81
1363,L94
20400,C91
7962,R89
V8530,Z68
V5489,Z51
E9444,
I63031,I63
I63311,I63
56969,K62
99931,T88
9986,T81
03819,A40
V4989,R68
70725,L89
30001,F41
2874,D69
56729,K67
4258,I42
9974,
1129,B37
33720,G90
V4983,R68
5368,K31
99883,T81
6822,L03
34280,G81
4389,I69
V148,
5750,K81
R482,R48
4144,I25
S62620B,S62
W312XXA,W31
B451,B45
N611,N61
D136,D13
C799,C79
J704,J70
C50811,C50
T503X5A,T50
D500,D50
D508,D50
11284,B37
9975,
2112,
1960,C77
1611,C32
V451,Z95
36960,H54
261,E41
1490,C14
52340,K05
04100,B95
41512,I26
J101,J10
Z96619,Z96
S0081XA,S00
S80819A,S80
4386,I69
34611,G43
34600,G43
V1201,
40310,I12
S82101C,S82
S2249XA,S22
S82831C,S82
S42111A,S42
V234XXA,V23
4920,J43
6824,L03
51289,J93
K6819,K68
34939,G97
86804,
E8180,
85306,S06
2912,F10
45382,I82
3481,G93
7887,N23
33390,
34889,G93
V061,Z23
4266,I44
56200,K57
2900,F03
75010,Q38
5298,K14
85225,S06
23879,D48
2811,D51
B488,B48
B20,B20
M868X9,M86
85206,S06
0993,A57
I051,I05
I973,I97
C9202,C92
T82524A,T82
K1230,K12
Z227,Z22
R682,R68
H8122,H81
27401,M10
I235,I23
T80818A,T80
L98499,L98
I6602,I66
4295,I51
73309,M81
E9361,
Q018,Q01
B029,B02
48283,J15
M960,M96
T8463XA,T84
Y793,Y79
N3281,N32
L299,L29
I099,I09
H5702,H57
R4789,R47
G462,G46
R4702,R47
V499XXA,V49
S20219A,S20
M542,M54
V4352XA,V43
Y92411,Y92
Z89211,Z89
51902,J95
4660,J20
70705,L89
7919,R80
72886,M60
T82838A,T82
E1143,E11
42971,I51
V8542,Z68
78906,R10
73028,M86
449,I76
7869,R06
20050,C83
2700,E72
5881,N25
V4578,Z95
I63443,I63
M84422A,M84
R209,R20
R29709,R29
Y901,Y90
95901,T14
53782,K31
1912,C71
37700,H47
G939,G93
R9389,R93
H510,H51
I2542,I25
T82593A,T82
Z91041,Z91
H33312,H33
E109,E10
I4430,I44
T8182XA,T81
41072,I21
J13,J13
I868,I86
41041,I21
Z85028,Z85
I483,I48
L7632,L76
M459,M45
I519,I51
I427,I42
F10229,F10
E0520,E05
96500,
E8502,
E8583,
3017,F60
96502,
E8501,
E9351,
I789,I78
K2971,K29
L97819,L97
K5641,K56
5851,N18
30151,F60
41092,I21
4532,I82
V151,Z91
I253,I25
R1084,R10
T403X5A,T40
T426X5A,T42
F1390,F13
Z6839,Z68
29690,F30
9694,
E8532,
71530,M15
2689,E55
V4588,Z95
20198,C81
4401,I70
99881,T81
42613,I44
J9851,J98
J939,J93
I82611,I82
L24A2,L24
J9509,J95
G2571,G25
K0381,K03
Z9151,Z91
Z5989,Z59
J955,J95
F1320,F13
J0410,J04
F4312,F43
J4520,J45
Z5901,Z59
F410,F41
F1210,F12
R45850,R45
Z818,Z81
I77811,I77
A4101,A41
K8033,K80
J219,J21
T85838A,T85
1570,C25
1578,C25
56881,K66
5710,K70
K631,K63
J45901,J45
T50995A,T50
T466X5A,T46
R230,R23
T17918A,T17
Y92810,Y92
M25569,M25
71105,M00
73005,M86
28489,D61
99813,T81
2356,
E9452,
E9308,
43411,I66
74601,
1572,C25
28982,D75
3669,H26
2329,
17331,C44
V453,Z95
56983,K62
936,T18
56789,K67
30752,F98
79094,R78
317,F70
G47419,G47
43391,
72210,M50
85400,S06
I63512,I63
I63232,I63
R29727,R29
I63531,I63
92420,S70
28983,D75
E9179,
7905,R78
V1044,Z85
Z8241,Z82
Z717,Z71
R631,R63
F1521,F15
Z7189,Z71
T375X5A,T37
Z91040,Z91
C649,C64
M8588,M85
T50905A,T50
C710,C71
G620,G62
T451X5S,T45
1830,C56
1976,C78
1975,C78
E9387,
5920,N20
C713,C71
C7802,C78
S42012A,S42
Z8589,Z85
2125,D14
T43211A,T43
F1593,F15
T465X1A,T46
T43591A,T43
T426X1A,T42
X58XXXD,X58
2651,
V142,
37887,H50
7820,R20
E9173,
B379,B37
3962,I08
3315,G30
5550,K50
2731,D89
9951,T78
K55039,K55
D682,D68
D839,D83
B3781,B37
E2749,E27
J040,J04
J4550,J45
I69312,I69
T447X1A,T44
T461X1A,T46
T464X1A,T46
F89,F89
J323,J32
J321,J32
27900,D80
V854,Z68
42682,I44
K8681,K86
E11329,E11
7212,M47
78799,R19
7092,L81
4299,I51
E9323,
E9379,
M96841,M96
D7582,D75
Y844,Y84
30522,F10
J129,J12
Y906,Y90
N493,N49
I97121,I97
M96831,M96
R403,R40
Y721,Y72
F11229,F11
F4000,F40
W938XXA,W93
J9612,J96
T378X5A,T37
T859XXA,T85
H9193,H91
T8189XD,T81
G8114,G81
H93A9,H93
H01006,H01
H01003,H01
1509,C15
V444,
30022,F41
5100,J86
1508,C15
V554,
1969,C77
1536,C18
51852,J98
27661,E87
A480,A48
G835,G83
K36,K36
I776,I77
Z89612,Z89
E0910,E09
C642,C64
Z79899,Z79
Z808,Z80
R946,R94
R29718,R29
T4145XA,T41
M879,M87
R402312,R40
N472,N47
85226,S06
8730,S01
H1840,H18
S2242XD,S22
W109XXD,W10
Z9862,Z98
R931,R93
H169,H16
28981,D75
2863,D66
25061,E11
4293,I51
V183,Z83
I743,I74
L97419,L97
L97519,L97
I2724,I27
M5136,M51
Z89512,Z89
A048,A04
J3801,J38
E2740,E27
I63032,I63
I97821,I97
T8110XA,T81
80121,S02
8700,S01
9211,S00
920,S00
37272,H10
E8843,
3180,F71
R29723,R29
45384,I82
45350,I82
V4579,Z95
N411,N41
Z882,Z88
A414,A41
Z809,Z80
3003,F41
3319,G30
1330,
81601,S62
30411,F11
3014,F60
53530,K29
78603,R06
V652,Z76
30490,F11
5713,K70
71946,M25
7955,R87
36816,H53
05479,B00
69512,L53
69550,L53
V5411,Z51
36510,H40
V4962,R68
V425,
8930,S91
B351,B35
W182XXA,W18
Y93E1,Y93
Y9229,Y92
B86,B86
99941,T88
34620,G43
7881,N23
E1069,E10
M868X6,M86
L97814,L97
H4310,H43
9623,
5790,K90
70713,L89
25083,E11
E8580,
4408,I70
V641,
V463,
3090,F43
25023,E11
99668,T82
E8791,
25041,E11
25051,E11
E10622,E10
H5712,H57
H211X2,H21
H44522,H44
H209,H20
H4089,H40
Y92199,Y92
S0501XA,S05
44023,I70
E1042,E10
I69951,I69
L89891,L89
H5440,H54
M86151,M86
L89893,L89
T84620A,T84
H4312,H43
H578,H57
4372,I67
I69353,I69
M961,M96
K56600,K56
40291,I11
4289,I50
490,J40
C159,C15
G808,G80
Z8042,Z80
43321,
N814,N81
48240,J15
20288,C82
E9348,
T781XXA,T78
T783XXA,T78
R220,R22
C50919,C50
E8160,
81001,S42
33811,G89
99831,T81
49322,J45
99602,T82
2890,D75
2771,E84
R9720,R97
5589,K52
S14123A,S14
S52601A,S52
M5021,M50
W108XXA,W10
Z89432,Z89
I9788,I97
I498,I49
K6381,K63
L089,L08
H4710,H47
H4922,H49
5738,K76
5286,K12
N3041,N30
Z6828,Z68
L958,L95
K627,K62
M272,M27
C20,C20
M79606,M79
H547,H54
H40053,H40
E103293,E10
R630,R63
K3182,K31
K5720,K57
H60393,H60
3540,G56
H05231,H05
E0500,E05
V8537,Z68
M301,M30
M8088XA,M80
Z5329,Z53
T43622A,T43
T510X2A,T51
Z811,Z81
B1009,B10
B690,B69
78841,N23
7080,L50
M316,M31
M0600,M06
I8390,I83
I358,I35
8604,S27
9587,
92231,S20
1125,B37
5571,
99932,T88
5758,K81
5733,K76
36211,H35
T464X6A,T46
T502X6A,T50
T501X6A,T50
Y92522,Y92
4466,
4870,J12
G9761,G97
H5501,H55
H5000,H50
L4050,L40
Z791,Z79
34570,G40
34400,G82
3300,E75
99529,T78
1532,C18
78951,R10
1514,C16
1519,C16
I6001,I60
3384,G89
D72823,D72
Z85841,Z85
D6869,D68
G8321,G83
E0139,
E8771,E87
81344,S52
D520,D52
L308,L30
D259,D25
33828,G89
R402222,R40
F0150,F01
R599,R59
0340,J03
E9309,
K821,K82
81341,S52
V452,Z95
78079,R45
4730,J32
R1313,R13
C3402,C34
R278,R27
C9030,C90
K2080,K20
L598,L59
R030,R03
F4320,F43
Y842,Y84
V0310XA,V03
Y92488,Y92
S60511A,S60
S50311A,S50
S90811A,S90
M25561,M25
7100,M32
7101,M32
68102,L03
I052,I05
K91841,K91
J628,J62
S82141A,S82
K8031,K80
F1121,F11
Q613,Q61
M79A3,M79
Q446,Q44
I4949,I49
E02,E02
43311,
90001,S15
7818,R25
9588,
30928,F43
30400,F11
30460,F11
E975,
51284,J93
80229,S02
80120,S02
81502,S62
90241,S35
86511,S36
7587,Q90
87200,S01
Z5111,Z51
C9102,C91
D89811,D89
N898,N89
I728,I72
M5030,M50
T8189XA,T81
9954,T78
E9385,
34291,G81
55090,K40
V5339,
I201,I20
K432,K43
D573,D57
M1612,M16
C169,C16
I82409,I82
S11011A,S11
J9501,J95
L97111,L97
E11622,E11
A601,A60
K9421,K94
3332,
T71162A,T71
R402432,R40
Q211,Q21
S36533A,S36
S3663XA,S36
X79XXXA,X79
E210,E21
K645,K64
Q231,Q23
I484,I48
S12120A,S12
I7774,I77
K9422,K94
S1201XA,S12
Y833,Y83
R29731,R29
S2231XD,S22
I4821,I48
R402242,R40
M19011,M19
C9500,C95
H4020X0,H40
D708,D70
H3562,H35
K223,K22
59960,N39
G454,G45
3321,G20
K317,K31
4802,J12
0542,B00
Y907,Y90
K50012,K50
Q433,Q43
K8080,K80
S22019A,S22
S22029A,S22
S22039A,S22
F458,F45
L89896,L89
T888XXA,T88
Y828,Y82
E8784,
V066,Z23
H469,H46
H5441,H54
M779,M77
80122,S02
38861,H93
87261,S01
37630,H05
8024,S02
80112,S02
G930,G93
R944,R94
S069X1A,S06
W08XXXA,W08
Y905,Y90
30520,F10
H5340,H53
51631,J84
20200,C82
52801,K12
I82613,I82
G914,G91
5941,N21
99639,T82
27411,M10
5798,K90
47875,J34
79093,R78
60091,N40
70723,L89
78003,R45
99679,T82
99664,T82
41042,I21
C7989,C79
N028,N02
C678,C67
C73,C73
H539,H53
I97711,I97
S3739XA,S37
B9789,B97
43821,I69
4387,I69
42841,I50
9947,
E9530,
2861,D66
87343,S01
7231,M48
E9689,
E030,
85300,S06
E9682,
97081,T50
E9804,
30181,F60
30521,F10
V6142,Z63
R441,R44
I82812,I82
I82211,I82
T385X5S,T38
I70208,I70
J329,J32
K589,K58
Z8549,Z85
2713,
K420,K42
F13239,F13
K4090,K40
48882,J09
2825,D58
7963,R89
5811,N04
20510,C92
V1049,Z85
25510,E24
5224,K04
K05219,K05
M96830,M96
Q7649,Q76
M5126,M51
M795,M79
05319,B02
48281,J15
53561,K29
31400,F90
S13141A,S13
S13151A,S13
R440,R44
G9608,G96
H47091,H47
H5462,H54
G43809,G43
78630,R06
46410,J04
C180,C18
1479,
R0682,R06
K285,K28
Z96612,Z96
I499,I49
33524,G12
25200,E21
I97710,I97
I97130,I97
M25571,M25
Q796,Q79
60889,N49
9720,T46
5734,K76
34580,G40
29634,F30
9722,T46
9678,
9620,
9691,
E9502,
78199,R25
31289,F91
30430,F11
5282,K12
2411,E04
G40813,G40
F840,F84
41031,I21
03844,A40
53020,K22
51909,J95
E8783,
0415,B95
B465,B46
G40802,G40
M87188,M87
J986,J98
G4709,G47
44324,I73
4359,G45
R61,R61
I726,I72
N471,N47
4871,J12
34210,G81
9070,S06
3082,F43
7830,R63
73027,M86
7318,M88
4599,R58
V4972,R68
I742,I74
I748,I74
G460,G46
R29713,R29
G40509,G40
Y900,Y90
V8543,Z68
7265,M75
V1302,Z87
7852,R00
2939,F05
46430,J04
D7210,D72
M5137,M51
T17890A,T17
29633,F30
K911,K91
K9589,K95
I82B22,I82
K5732,K57
I82511,I82
L89306,L89
K279,K27
E169,E16
R6511,R65
C8190,C81
T887XXA,T88
5551,K50
6208,N83
7290,M79
6238,N89
T85733A,T85
T8141XA,T81
L02212,L02
M009,M00
T85840A,T85
Y751,Y75
G8928,G89
K9130,K91
Y733,Y73
V4289,
V1062,Z85
42769,I47
E9307,
3363,G95
8670,S37
3441,G82
I517,I51
T465X6A,T46
T441X5A,T44
T43225A,T43
T43215A,T43
K30,K30
A401,A40
J853,J85
G40A09,G40
Q7960,Q79
J383,J38
J370,J37
D8940,D89
4169,I27
99801,T81
3220,G03
58089,N00
99939,T88
34461,G82
78760,R19
2971,F22
1104,B35
M6008,M60
M4642,M46
M50222,M50
L89890,L89
K208,K20
F1911,F19
Z421,Z42
E519,E51
Z9013,Z90
J940,J94
R590,R59
S86092A,S86
W5501XA,W55
M6518,M65
T79A22A,T79
M7662,M76
W5501XD,W55
C8228,C82
A072,A07
B258,B25
5602,K56
T6591XS,T65
G459,G45
T81711A,T81
I82423,I82
R591,R59
M352,M35
K5180,K51
80111,S02
9212,S00
78821,N23
2396,D49
M4620,M46
E10621,E10
F322,F32
L97311,L97
73017,M86
70712,L89
73018,M86
25071,E11
V4973,R68
34700,G47
E8543,
V8539,Z68
E9380,
M25431,M25
F22,F22
C7972,C79
J9584,J95
N135,N13
35971,G71
E089,E08
Z8507,Z85
B941,B94
41419,I25
99791,
1562,C23
56962,K62
G4701,G47
V053,Z23
V1043,Z85
64271,O10
64421,O60
66612,O72
64661,O31
65411,O34
2180,D25
2181,D25
V270,
67432,O99
65951,O61
5839,N05
64841,
64881,
64821,
Y92000,Y92
H9190,H91
L304,L30
K563,K56
T85528A,T85
99673,T82
11599,B39
5193,J95
R85613,R85
T882XXA,T88
T413X5A,T41
Y92531,Y92
3688,H53
T8649,T86
K750,K75
K763,K76
J150,J15
Z1632,Z16
T8643,T86
L928,L92
Z8505,Z85
T8642,T86
N008,N00
K91873,K91
Z944,Z94
T85858A,T85
L249,L24
T85698A,T85
80126,S02
86403,S36
E8192,
80102,S02
8026,S02
E8132,
8820,S61
E9384,
T56892A,T56
T56891A,T56
T43212A,T43
K8511,K85
C569,C56
2550,E24
2911,F10
60784,N48
99527,T78
K5120,K51
I82491,I82
I82B11,I82
B002,B00
H04123,H04
F17203,F17
F1523,F15
E8504,
7836,R63
6270,N92
6253,N94
I7103,I71
G9511,G95
Z5339,Z53
44103,I71
7851,R00
K91871,K91
N138,N13
Y92122,Y92
T457X5A,T45
T82857A,T82
Q251,Q25
78491,G44
F320,F32
M5090,M50
M519,M51
4422,I72
71591,M15
K55011,K55
K769,K76
K55022,K55
45821,I95
42820,I50
V420,
56989,K62
7078,L89
A481,A48
34541,G40
36813,H53
37851,H50
55221,K41
V8544,Z68
6923,L24
E9315,
S069X9A,S06
S7222XA,S72
S32049A,S32
S32059A,S32
V2940XA,V29
80841,S32
E8849,
V4573,Z95
T378X2A,T37
F14929,F14
J95831,J95
C3432,C34
J985,J98
24290,E05
41410,I25
99604,T82
V626,
78907,R10
M5442,M54
H9191,H91
Z823,Z82
T38895A,T38
N251,N25
L02214,L02
I69151,I69
I69198,I69
I69120,I69
44022,I70
J9503,J95
Z8521,Z85
Z9002,Z90
J1520,J15
2150,
7234,M48
L408,L40
E1100,E11
L02412,L02
S0083XA,S00
F609,F60
5689,K66
V1003,Z85
B349,B34
K55059,K55
J948,J94
K029,K02
45351,I82
5163,J84
78469,G44
Q048,Q04
T82867A,T82
Z201,Z20
C7949,C79
W2201XA,W22
Y909,Y90
41513,I26
45340,I82
I770,I77
D3502,D35
D3501,D35
T423X2A,T42
4472,I77
V0259,
4413,I71
34212,G81
