icd_code,root
E9220,
71930,M25
6264,N91
K6282,K62
M4694,M46
41002,I21
S82135A,S82
H5213,H52
M65142,M65
H9103,H91
H47612,H47
H47611,H47
S0532XA,S05
S064X7A,S06
F15220,F15
T3472XA,T34
T3471XA,T34
Z608,Z60
80426,S02
E8170,
C4001,C40
H8142,H81
B007,B00
I70703,I70
S0571XS,S05
T560X1S,T56
J1181,J11
L97228,L97
5756,K81
S92002A,S92
S8412XA,S84
H11002,H11
S3219XS,S32
S32492S,S32
S32592S,S32
S72002S,S72
H018,H01
82390,S82
8261,S92
71223,
R072,R07
W548XXA,W54
24961,
F10951,F10
F13129,F13
F633,F63
O10013,O10
M84422D,M84
Y654,Y65
30440,F11
G5722,G57
G4763,G47
2528,E21
R845,R84
C9480,C94
L89136,L89
L89146,L89
C960,C96
71688,M12
K111,K11
2515,
67451,O99
52681,K09
86383,
J0130,J01
J0120,J01
S02670A,S02
V4977,R68
T43021A,T43
20780,C94
S92324D,S92
S92334D,S92
S92344D,S92
F3341,F33
S145XXA,S14
85204,S06
E71522,E71
M488X2,M48
T50912A,T50
Z471,Z47
17350,C44
S52202A,S52
Y048XXA,Y04
Q638,Q63
S90562A,S90
S90561A,S90
V1269,
C8409,C84
I63439,I63
74742,
1220,B67
M80022A,M80
G5610,G56
T82858D,T82
35921,G71
33943,G44
S24114A,S24
X838XXS,X83
T43624A,T43
Y92532,Y92
3824,H66
M2011,M20
Z59812,Z59
M2010,M20
H1789,H17
E28319,E28
6806,L02
L42,L42
4718,J33
S06301A,S06
R402421,R40
M7542,M75
M7541,M75
M778,M77
T81508A,T81
H900,H90
H6591,H65
T34822A,T34
T34821A,T34
T699XXA,T69
5291,K14
R402414,R40
1228,B67
S32512D,S32
S42212D,S42
S32592D,S32
86810,
R635,R63
M8558,M85
X500XXA,X50
0839,
F314,F31
C8336,C83
T85858S,T85
M8630,M86
V2652,
2218,
7534,
G43101,G43
T83598A,T83
36217,H35
M4856XG,M48
S82431A,S82
94108,T20
I63549,I63
E899,
37313,
R402423,R40
O0483,O04
S72091A,S72
S52552A,S52
Z438,Z43
I6990,I69
D110,D11
N9962,N99
L244,L24
L89512,L89
L89213,L89
M1288,M12
6802,L02
R7612,R76
71195,M00
71985,M25
78961,R10
L680,L68
S52254A,S52
M50020,M50
2190,D26
E113313,E11
F54,F54
38912,H90
M4302,M43
2779,E84
80844,S32
S42422A,S42
E8020,E80
S52322A,S52
S82131A,S82
S52222A,S52
S56502A,S56
Z2089,Z20
D165,D16
I70403,I70
90211,S35
T85620A,T85
9598,T14
20078,C83
C186,C18
Z283,Z28
Q289,Q28
80156,S02
80056,S02
M5114,M51
H44813,H44
S0240CB,S02
W320XXA,W32
C413,C41
S381XXA,S38
S52225A,S52
S3613XA,S36
T84033A,T84
71515,M15
9721,T46
71296,
S53102A,S53
S52101B,S52
S46321A,S46
W100XXA,W10
G5703,G57
M13861,M13
3571,G61
S72115A,S72
R031,R03
Y93F9,Y93
G8332,G83
K51211,K51
S3733XA,S37
3445,G82
S92345A,S92
S32811B,S32
S32129B,S32
S7711XA,S77
V0490XA,V04
S3141XA,S31
F918,F91
V7389,
V698,Z72
E9583,
G8102,G81
4350,G45
36552,H40
67382,O88
64262,O10
66812,
67182,O22
66101,
M13831,M13
V1949XS,V19
S2239XD,S22
S32029D,S32
Q383,Q38
M61552,M61
K280,K28
S3981XA,S39
W14XXXA,W14
Q820,Q82
S31614A,S31
V271XXA,V27
S63144A,S63
T375X2A,T37
9580,
T84115A,T84
C863,C86
M50321,M50
R900,R90
M85852,M85
S3282XB,S32
C3400,C34
Y33XXXS,Y33
S06369S,S06
05413,B00
N735,N73
J09X1,J09
1177,
M96843,M96
3693,H54
85224,S06
Z85848,Z85
H8112,H81
01325,
01485,
G4734,G47
B678,B67
H3581,H35
H00029,H00
64321,O21
52462,
00847,A04
N912,N91
M65811,M65
36040,H44
C323,C32
C651,C65
S6421XA,S64
S66128A,S66
S66821A,S66
S65111A,S65
S5431XA,S54
V465XXA,V46
3910,I01
L97412,L97
0039,A02
S72052A,S72
V535XXA,V53
C254,C25
6028,N42
17322,C44
G5693,G56
C676,C67
K689,K68
Z62820,Z62
52540,K08
L649,L64
2132,
C44321,C44
72706,M65
Y92811,Y92
H1589,H15
07819,B08
52331,K05
R838,R83
73670,M21
I63331,I63
M0769,M07
C548,C54
N644,N64
S72112A,S72
E0789,E07
1542,C19
S129XXD,S12
6278,N92
V5391,
T8183XD,T81
73396,M81
71845,M24
S02401D,S02
S0282XD,S02
S02102D,S02
S069X0D,S06
W12XXXD,W12
K116,K11
62210,
S134XXS,S13
47411,
M90852,M90
72930,M79
7480,
T45525S,T45
I6339,I63
S02651B,S02
S02612A,S02
R402351,R40
S42124A,S42
K77,K77
66522,
65611,
S30814A,S30
S9702XA,S97
S92102B,S92
Y92821,Y92
86102,
1874,C63
L97828,L97
M2141,M21
66981,O75
E9450,
3555,G57
K441,K44
45181,I80
O870,O87
E1365,E13
K8502,K85
F15929,F15
V537,
I69831,I69
M7072,M70
M7071,M70
7485,
Q336,Q33
38832,H93
2714,
M6009,M60
M4657,M46
38872,H93
A5489,A54
M65872,M65
M65842,M65
M65841,M65
C7963,C79
E8249,
9592,T14
L513,L51
L493,L49
29625,F30
F446,F44
Z72811,Z72
Z114,Z11
S20319D,S20
S40211D,S40
S40819D,S40
S40012D,S40
S7001XD,S70
S0101XD,S01
X780XXD,X78
83300,S63
8795,S21
87330,S01
C024,C02
S72091S,S72
C8315,C83
T6594XA,T65
F423,F42
48289,J15
0318,A31
S46011D,S46
S90522A,S90
T520X2A,T52
Z87410,Z87
M40294,M40
V819XXA,V81
H53132,H53
D4701,D47
S83004A,S83
W502XXA,W50
Z574,Z57
S4992XA,S49
K51013,K51
K51014,K51
71831,M24
O4443,O44
O715,O71
H02201,H02
H35062,H35
K594,K59
S13150A,S13
S13160A,S13
60499,N45
M4803,M48
L97825,L97
80336,S02
E8852,
I63139,I63
73733,M40
73711,M40
9094,T50
H6091,H60
T512X2A,T51
R2990,R29
S60012A,S60
A431,A43
M278,M27
G1229,G12
29540,F20
Z9351,Z93
S88111S,S88
S36239A,S36
I63543,I63
7138,M14
5995,N39
33523,G12
S62326B,S62
S3662XA,S36
S56822A,S56
S56427A,S56
S56425A,S56
S56127A,S56
S56125A,S56
S64496A,S64
S0100XA,S01
34602,G43
5931,N28
C3430,C34
V4569,Z95
I70461,I70
N142,N14
5644,K59
H02439,H02
T8201XA,T82
I010,I01
7913,R80
98989,T65
L89211,L89
Q242,Q24
S04899A,S04
T405X1S,T40
S43212A,S43
S43211A,S43
S32445A,S32
64971,
67801,
V274,
E8127,
Z635,Z63
S62111A,S62
M88859,M88
S61051A,S61
W540XXA,W54
W000XXD,W00
I889,I88
1481,C13
H30899,H30
T8600,T86
68609,L08
B2789,B27
H4011X0,H40
94214,T21
Z831,Z83
H5051,H50
H5053,H50
71650,M12
83904,S13
5966,N32
T85735A,T85
X780XXA,X78
Y991,Y99
E89822,E89
79095,R78
7901,R78
T484X2A,T48
S22081S,S22
S32010S,S32
C223,C22
K8065,K80
68601,L08
X000XXA,X00
X008XXA,X00
S22032A,S22
38300,H70
V033,Z23
Z1811,Z18
V023,
S76011A,S76
L89112,L89
G5783,G57
B341,B34
2562,E28
S85512A,S85
S75012A,S75
S8402XA,S84
Q038,Q03
G6182,G61
3349,G11
9061,S31
K5530,K55
G000,G00
H9072,H90
D8683,D86
20941,C7A
S82892B,S82
64761,
M76821,M76
F809,F80
N503,N50
M8468XA,M84
L89521,L89
L89511,L89
K310,K31
7540,Q67
94126,T20
94321,T22
94423,T23
V4702XA,V47
4559,K64
53470,K28
74602,
86819,
Z7983,Z79
S42301K,S42
K5740,K57
Y780,Y78
30480,F11
M60852,M60
80436,S02
T8469XD,T84
H5121,H51
Q928,Q92
M488X9,M48
T65894A,T65
L02216,L02
V109,Z85
30749,F98
V1249,
G830,G83
E0091,
E0102,
T24312A,T24
T24002A,T24
L138,L13
S92101B,S92
S82891B,S82
S92112B,S92
71855,M24
G5682,G56
V0909XA,V09
88001,
V789,Z13
9995,T88
58189,N04
28652,D66
N6452,N64
T8144XD,T81
T8141XD,T81
F340,F34
F14288,F14
H5412,H54
Y35001S,Y35
T2005XS,T20
Y92812,Y92
O1422,O14
8243,S82
C4402,C44
85405,S06
I729,I72
2373,D44
S37042A,S37
S060X0A,S06
S42122A,S42
S62307A,S62
36841,H53
S62035A,S62
O10312,O10
O99891,O99
E281,E28
1731,C44
M5022,M50
T17228A,T17
E9871,
K060,K06
36470,H20
52689,K09
C50112,C50
S42294A,S42
M450,M45
36232,H35
M50221,M50
B333,B33
66451,
T40711A,T40
K8044,K80
M4030,M40
20925,C7A
I070,I07
V4960,R68
316,F54
538,K92
S40822A,S40
D6949,D69
S30812A,S30
G4729,G47
E0071,
K4041,K40
Y92023,Y92
G311,G31
O620,O62
S36522A,S36
Y9375,Y93
D3613,D36
F11988,F11
H9203,H92
J351,J35
S92102A,S92
S92245A,S92
S92342A,S92
E113511,E11
W2189XS,W21
H31092,H31
I82813,I82
S36222A,S36
V599XXA,V59
C248,C24
9858,T56
S06377A,S06
W174XXA,W17
E918,
M2500,M25
N925,N92
5221,K04
K640,K64
1511,C16
D46A,D46
M4623,M46
M1189,M11
W1642XA,W16
Y9312,Y93
2982,
T476X5A,T47
M10272,M10
6249,N90
D444,D44
I97641,I97
T40412A,T40
78832,N23
D609,D60
Q078,Q07
S53124A,S53
S42034A,S42
K458,K45
C91Z1,C91
Q2579,Q25
S20322A,S20
6169,N72
1734,C44
6162,N72
29381,F05
27731,E84
L639,L63
37990,H15
V812,Z13
E7253,E72
6980,L29
S81001A,S81
E8760,
S12400G,S12
F11921,F11
D491,D49
S2600XA,S26
V837XXA,V83
3522,G52
24950,
G603,G60
H02235,H02
I881,I88
I69153,I69
V4751XA,V47
K389,K38
S79921A,S79
V9081,Z18
J8401,J84
V664,Z51
1840,C52
I6309,I63
T82855S,T82
88013,
S48121A,S48
T798XXA,T79
W3182XA,W31
C50411,C50
88029,
I70269,I70
E89810,E89
M868X1,M86
88112,S51
V1585,Z91
V1789,Z81
3729,H10
S2190XA,S21
6100,
V8699XA,V86
A5486,A54
A5424,A54
80624,S14
C130,C13
R871,R87
Y0809XA,Y08
S62322A,S62
1739,C44
G5642,G56
64814,
E261,E26
73011,M86
G547,G54
S72401K,S72
M9711XD,M97
M80051A,M80
M800AXD,M80
E9204,
S55211A,S55
S5491XA,S54
S56901A,S56
37811,H50
H00019,H00
O8813,O88
34693,G43
34683,G43
07881,B08
I67850,I67
71951,M25
M26602,M26
Z752,Z75
T8484XA,T84
64901,
T50905S,T50
O1013,O10
I515,I51
S92321D,S92
S92331D,S92
S92341D,S92
Z779,Z77
69275,L24
71680,M12
M4713,M47
M4715,M47
59001,N11
G118,G11
R3981,R39
61882,N81
0794,B97
Y9365,Y93
Y92328,Y92
L658,L65
G378,G37
D37030,D37
F985,F98
94127,T20
94425,T23
E9241,
S85202A,S85
S85102A,S85
S82875A,S82
O0000,O00
G718,G71
W11XXXS,W11
M5125,M51
T507X1A,T50
3081,F43
F73,F73
S82201D,S82
S82401D,S82
L519,L51
H9102,H91
8400,S43
I69819,I69
Y752,Y75
C12,C12
S46001A,S46
M06861,M06
38181,H65
S72401D,S72
V890XXS,V89
L1235,L12
T24211A,T24
X12XXXA,X12
V475XXS,V47
S72491D,S72
S14155S,S14
V485XXS,V48
L89029,L89
N158,N15
R201,R20
37909,H15
O860,O86
Y768,Y76
S06309S,S06
C4401,C44
37443,H02
37752,H47
S061X0D,S06
W16022A,W16
Y9234,Y92
41062,I21
4409,I70
K275,K27
T69022A,T69
T69021A,T69
T33821A,T33
B851,B85
D282,D28
55000,K40
C44319,C44
T45515D,T45
Y22XXXA,Y22
C4A71,C4A
74405,
Z331,Z33
M86162,M86
H6503,H65
M79632,M79
K7402,K74
Z86012,Z86
C43112,C43
1515,C16
T467X1A,T46
O1413,O14
O610,O61
L403,L40
K739,K73
M86112,M86
1700,C41
Q782,Q78
I69369,I69
M00011,M00
V727,
I83813,I83
O9843,O98
B0222,B02
N820,N82
20252,C82
E103559,E10
Z96662,Z96
N907,N90
20260,C82
F1124,F11
F1414,F14
F1314,F13
S14105A,S14
T3390XA,T33
F1029,F10
T82199A,T82
D479,D47
H05401,H05
20891,C95
S82871B,S82
S72412A,S72
S92101A,S92
Z939,Z93
75689,Q75
E853,E85
F309,F30
E113319,E11
V856XXA,V85
E68,E68
64252,O10
J4542,J45
T443X6A,T44
L871,L87
Y748,Y74
F605,F60
52579,K08
85211,S06
F15129,F15
62211,
K915,K91
S60414A,S60
S60417A,S60
73312,M81
S5412XA,S54
J0511,J05
V684XXA,V68
67322,O88
64871,
66572,
I63349,I63
C4022,C40
S225XXD,S22
48889,J09
29621,F30
74789,
C9250,C92
D2261,D22
T85730S,T85
C4449,C44
Z89619,Z89
S62601A,S62
T82310D,T82
S8492XS,S84
94522,T24
E9242,
S42391A,S42
S12031A,S12
G031,G03
73329,M81
29654,F30
H1030,H10
99589,T78
63511,
7246,M48
20213,C82
M1388,M13
2367,
71913,M25
0579,B08
S63282A,S63
S63284A,S63
R143,R14
29382,F05
1102,B35
S30820A,S30
Q279,Q27
O3663X0,O36
T85625A,T85
2191,D26
B6000,B60
E9386,
E8509,
C098,C09
M84551D,M84
S82142S,S82
C8308,C83
M21061,M21
B9711,B97
2541,E32
M4187,M41
H401213,H40
43840,I69
94534,T24
37434,H02
73022,M86
81259,S42
V1851,Z83
H8103,H81
B3322,B33
M0239,M02
L718,L71
27700,E84
1704,C41
S72031A,S72
66511,
T17328A,T17
M62562,M62
E103519,E10
J1189,J11
1453,C06
M8080XD,M80
S82391A,S82
K1233,K12
S72334A,S72
1885,C67
8460,S33
8270,
72884,M60
L89516,L89
G5702,G57
E248,E24
29010,F03
92821,S77
S42214A,S42
E8506,
52103,K02
37189,H17
I82712,I82
M26220,M26
0943,A52
9599,T14
G7119,G71
G737,G73
S46811A,S46
S43431A,S43
S42134A,S42
45374,I82
S90422A,S90
T7805XA,T78
T8052XA,T80
G2569,G25
S62617A,S62
9238,S40
59382,N28
S72302B,S72
S52302A,S52
S56002A,S56
K643,K64
20382,C90
37840,H50
L02222,L02
N13731,N13
D89832,D89
D89831,D89
G9201,G92
S93492A,S93
64293,O10
L235,L23
T63441A,T63
R402442,R40
V784XXA,V78
71911,M25
N643,N64
Z48810,Z48
1909,C69
F1919,F19
R402430,R40
2156,
53520,K29
D093,D09
90242,S35
86613,S37
E8178,
T171XXA,T17
Z01810,Z01
I280,I28
T84050A,T84
S06356A,S06
S06346A,S06
S51821A,S51
T8454XS,T84
S31105A,S31
K08429,K08
J1081,J10
J17,J17
31500,F81
K7401,K74
H35712,H35
D7218,D72
F640,F64
L272,L27
80050,S02
9056,S02
J672,J67
4952,
20957,C7A
65801,
E882,E88
M20091,M20
75881,Q90
V1366,Z87
2376,D44
V00811A,V00
86411,S36
K51818,K51
I63119,I63
S62522B,S62
C494,C49
M4716,M47
T80818D,T80
T23472D,T23
I70312,I70
E113413,E11
29635,F30
O039,O03
T445X6A,T44
M7591,M75
H348122,H34
S0180XD,S01
65501,
W900XXA,W90
72660,M75
M9110,M91
E58,E58
B269,B26
Z7252,Z72
T17520A,T17
N017,N01
E164,E16
T84042A,T84
37919,H15
53261,K26
E031,E03
T17900D,T17
2882,D70
J9504,J95
25030,E11
44501,
67133,O22
65613,
E9589,
Z9142,Z91
Q0702,Q07
74100,Q05
38920,H90
L89020,L89
M26212,M26
6805,L02
S0263XA,S02
34404,G82
Q430,Q43
M4634,M46
N358,N35
S32452A,S32
C5701,C57
I82C29,I82
T438X5A,T43
7937,R93
T81505A,T81
T783XXS,T78
T50915S,T50
S13181A,S13
6031,N43
9610,T37
E857,
E778,E77
80316,S02
44382,I73
63412,O03
S81802D,S81
Q632,Q63
Z96698,Z96
C701,C70
S32462A,S32
S76122A,S76
S92235A,S92
S93325A,S93
S93315A,S93
S43432A,S43
S22010A,S22
D0582,D05
H70092,H70
H6592,H65
59655,N32
20060,C83
30089,F41
F19980,F19
M13132,M13
46421,J04
G5710,G57
Z4800,Z48
30413,F11
V6282,
V8666XA,V86
D3130,D31
S61219A,S61
H02204,H02
2893,D75
6809,L02
96569,
72664,M75
B0053,B00
36003,H44
E9197,
H9101,H91
N7011,N70
Q761,Q76
82312,S82
M3311,M33
T85510A,T85
S43224A,S43
V899XXA,V89
S31114A,S31
W269XXA,W26
71526,M15
86345,
G9763,G97
J45991,J45
37955,H15
S02601A,S02
S02611A,S02
I25708,I25
53441,K28
S82201B,S82
S06819A,S06
L97423,L97
T883XXA,T88
S2752XA,S27
M1A0611,M1A
C969,C96
9029,S35
M4156,M41
M532X9,M53
H938X2,H93
D4959,D49
D5521,D55
36257,H35
6171,N80
V840XXA,V84
S50911A,S50
W74XXXA,W74
M532X6,M53
07799,
0309,A30
C44300,C44
S3790XA,S37
D46B,D46
S83232A,S83
M94262,M94
F12988,F12
T82595A,T82
C44619,C44
C44612,C44
D6942,D69
95207,
S25101A,S25
S0451XA,S04
S15101A,S15
S06829A,S06
D46C,D46
D279,D27
D376,D37
M25542,M25
V4500,Z95
37441,H02
G518,G51
T84021A,T84
S62022A,S62
T65221A,T65
S82872C,S82
S72042A,S72
S82392B,S82
S82042A,S82
80719,S22
40410,
E1342,E13
25639,E28
36233,H35
E9051,
O8812,O88
O8822,O88
Z8759,Z87
H7292,H72
56031,K56
5755,K81
S82402A,S82
S36599S,S36
S75002A,S75
S35515A,S35
S36513A,S36
S36419A,S36
T86829,T86
66944,O75
B450,B45
5909,N11
S62616A,S62
V204XXA,V20
T8754,T87
E8241,
K91872,K91
E0843,E08
W16011A,W16
E320,E32
B5889,B58
37052,H16
O4202,O42
T410X2A,T41
R0901,R09
G44229,G44
T603X3S,T60
W108XXD,W10
C50012,C50
V190,
Q288,Q28
S24152A,S24
M0579,M05
S62316A,S62
G219,G21
V1071,Z85
R41844,R41
36213,H35
I25729,I25
C8313,C83
S52221A,S52
45910,R58
T2132XA,T21
T25322A,T25
T23372A,T23
T24311A,T24
S3792XA,S37
8702,S01
S37019A,S37
Q2730,Q27
L89606,L89
I63239,I63
1513,C16
M8648,M86
H47619,H47
1412,C01
T2123XA,T21
E9912,
52342,K05
K0402,K04
K044,K04
S06389A,S06
G5752,G57
44620,
M4652,M46
H44003,H44
75321,
55120,K41
37501,H04
Q338,Q33
4732,J32
S0462XS,S04
Q249,Q24
S72101D,S72
67403,O99
63491,O03
V486,R68
D219,D21
K9411,K94
K281,K28
81613,S62
C753,C75
M3589,M35
G803,G80
L948,L94
I63341,I63
D010,D01
V00328A,V00
Y9323,Y93
C100,C10
D0439,D04
36100,H33
E518,E51
H499,H49
H5050,H50
80152,S02
X940XXA,X94
I7381,I73
9473,T28
E0921,E09
2134,
N6459,N64
C669,C66
78051,R45
V5871,Z51
H25813,H25
Z983,Z98
S71131A,S71
M6589,M65
M1230,M12
4612,J01
M10062,M10
E8669,
T782XXS,T78
T781XXS,T78
99569,T78
37832,H50
34441,G82
A1884,A18
01195,A15
01196,A15
01796,
01203,A15
L1230,L12
T85613A,T85
2691,
99640,T82
S27818A,S27
S025XXB,S02
H60501,H60
S85142A,S85
7903,R78
L97816,L97
6145,
L4054,L40
D1772,D17
S14129D,S14
25513,E24
S27812A,S27
O2663,O26
C8374,C83
V4960XA,V49
N978,N97
5929,N20
20943,C7A
D339,D33
S82422A,S82
B387,B38
S4292XD,S42
H6020,H60
H7580,H75
Z483,Z48
N476,N47
3919,I01
F5102,F51
83301,S63
90226,S35
S32414A,S32
S83105A,S83
S98211A,S98
S86892A,S86
S7291XD,S72
M279,M27
V1553,Z91
80613,S14
N211,N21
S41052A,S41
T441X1A,T44
66131,
C8335,C83
V4352XS,V43
80660,S14
S72452C,S72
S2020XA,S20
I8311,I83
V4451,
52330,K05
V714,Z04
T17208A,T17
T423X6A,T42
S36242A,S36
G521,G52
2919,F10
S62511B,S62
S12191A,S12
S62302B,S62
T86838,T86
S62614B,S62
S62612B,S62
S20411A,S20
S42131A,S42
M3210,M32
D142,D14
S069X1D,S06
S06340S,S06
T85731A,T85
M8589,M85
H16142,H16
M3501,M35
M84461D,M84
M84472D,M84
D483,D48
M4844XA,M48
72789,M65
Q688,Q68
M2459,M24
O6003,O60
S62652A,S62
S62664A,S62
S60112A,S60
S60131A,S60
S60041A,S60
Y0701,Y07
G509,G50
20951,C7A
80105,S02
B301,B30
M65171,M65
O086,O08
S82851B,S82
F19120,F19
H05332,H05
S061X8A,S06
3779,H47
S40212A,S40
S00211A,S00
S40219A,S40
V1367,Z87
72819,M60
5649,K59
H33329,H33
E7229,E72
71837,M24
M00021,M00
Q056,Q05
A170,A17
S82291B,S82
S92311B,S92
25950,E30
Z89622,Z89
M174,M17
25031,E11
M13151,M13
H5021,H50
F10980,F10
53391,K27
8408,S43
D4702,D47
O09812,O09
S0091XA,S00
75530,
36410,H20
5824,N03
7421,Q01
24940,
24951,
24941,
L03111,L03
C165,C16
M8940,M89
S13110A,S13
81382,S52
7321,M42
M319,M31
Y638,Y63
S92122A,S92
S82392A,S82
M4313,M43
T18120A,T18
D287,D28
A5601,A56
2139,
D1621,D16
C301,C30
T466X1A,T46
Y30XXXA,Y30
S43491A,S43
M24011,M24
2306,D00
I318,I31
9067,S31
S82302B,S82
T490X4A,T49
4733,J32
H6243,H62
71966,M25
M2061,M20
M13171,M13
53401,K28
T8571XD,T85
75617,Q75
S82192A,S82
T82218D,T82
20048,C83
B519,B51
E8163,
Q8743,Q87
Z86001,Z86
E8252,
T85610A,T85
4531,I82
B3320,B33
72230,M50
T461X4A,T46
H00013,H00
S31129A,S31
M94261,M94
G3281,G32
S22029D,S22
S22039D,S22
62570,N94
94209,T21
G053,G05
5763,K91
C8410,C84
C8418,C84
H1033,H10
M25812,M25
64833,
O88312,O88
O23592,O23
Z3A27,Z3A
O4692,O46
H53003,H53
S31139A,S31
7915,R80
M25411,M25
34601,G43
90301,S45
R1901,R19
37421,H02
M12862,M12
N4340,N43
H43812,H43
5265,K09
S62509A,S62
S39091A,S39
36967,H54
20051,C83
Z4902,Z49
T41291A,T41
V176,Z81
M2560,M25
5670,K67
9913,T33
0700,B15
1943,C74
3524,G52
V5049,
Z30017,Z30
H70009,H70
80076,S02
H5202,H52
5226,K04
C089,C08
S0012XD,S00
S0083XD,S00
S3669XA,S36
S3210XB,S32
S71002A,S71
S27309A,S27
W67XXXA,W67
Q423,Q42
Q6239,Q62
Q648,Q64
E0089,
F4522,F45
S15001S,S15
S15091A,S15
S75091A,S75
S15391A,S15
S1184XA,S11
S31133A,S31
S61111A,S61
C9190,C91
65581,
T403X6A,T40
M2040,M20
K461,K46
W5512XA,W55
Y9279,Y92
S36439A,S36
S31603A,S31
S71101A,S71
S13121A,S13
S92414A,S92
S92514A,S92
D069,D06
N83332,N83
N83331,N83
53161,K25
M24662,M24
Z462,Z46
L03818,L03
Z16342,Z16
M86132,M86
M24671,M24
M21542,M21
S82451A,S82
K51411,K51
32724,G47
S6741XA,S67
S62101B,S62
S55901A,S55
S65091A,S65
S5781XA,S57
S63044A,S63
S63054A,S63
H6693,H66
71905,M25
M2140,M21
C8210,C82
T17898A,T17
Q442,Q44
T484X5A,T48
J8409,J84
85209,S06
7323,M42
S92062A,S92
72999,M79
V093,Z16
S83242A,S83
M23004,M23
B461,B46
H348320,H34
K716,K71
53171,K25
T85622A,T85
38101,H65
I69922,I69
S14117A,S14
R821,R82
S065X5S,S06
S023XXS,S02
Y042XXS,Y04
M24575,M24
M24574,M24
G129,G12
8870,S68
F1199,F11
M049,M04
O365930,O36
G7249,G72
C7402,C74
E3602,E36
L404,L40
S14143A,S14
7081,L50
Z539,Z53
R464,R46
72883,M60
R401,R40
D414,D41
S82442A,S82
1717,C49
I6010,I60
K089,K08
T86810,T86
2799,D80
L744,L74
F4542,F45
I152,I15
S81852A,S81
K742,K74
L97218,L97
I70242,I70
H02432,H02
G5733,G57
80010,S02
G9612,G96
D3615,D36
G5683,G56
1738,C44
4473,I77
30573,F10
M4643,M46
78931,R10
E9431,
T84298A,T84
Q2546,Q25
80161,S02
M84433A,M84
M25452,M25
M13811,M13
O458X3,O45
O891,O89
O42013,O42
73605,M21
8940,S71
81242,S42
9177,S90
99683,T82
Q873,Q87
S31610A,S31
S31615A,S31
S39021A,S39
S25191A,S25
81012,S42
I69211,I69
S8251XD,S82
C9162,C91
K56601,K56
S3599XA,S35
Z89221,Z89
M25451,M25
T65892A,T65
A872,A87
G9581,G95
N879,N87
36361,H30
J708,J70
C6992,C69
S1091XA,S10
6116,N61
N921,N92
N1370,N13
48811,J09
7177,M23
E319,E31
O115,O11
I69128,I69
36814,H53
74560,Q20
Q254,Q25
1702,C41
6984,L29
1743,C50
62981,
T84216A,T84
87371,S01
E8381,
E89821,E89
M948X8,M94
G7089,G70
59682,N32
K51011,K51
T17210A,T17
B020,B02
B0111,B01
S31630A,S31
S31631A,S31
07033,B15
K4091,K40
17321,C44
G0489,G04
179,C55
M47899,M47
M205X2,M20
99567,T78
S24104S,S24
S0452XA,S04
S22080D,S22
L701,L70
I69833,I69
D3002,D30
E8212,
E9333,
Q398,Q39
O894,O89
C7641,C76
61189,N61
9074,S06
S60011A,S60
H53143,H53
T391X1D,T39
O8619,O86
V584XXA,V58
I69212,I69
17340,C44
T23111A,T23
X100XXA,X10
I70323,I70
O2402,O24
T170XXA,T17
T180XXA,T18
S61253A,S61
M60074,M60
G254,G25
7324,M42
S24109S,S24
C50111,C50
G701,G70
T410X1A,T41
1430,
S2612XA,S26
A030,A03
S42301B,S42
S52092A,S52
73732,M40
73600,M21
T8482XA,T84
81610,S62
I825Y1,I82
G589,G58
S63235A,S63
64313,O21
S92112A,S92
L26,L26
86331,
36081,H44
D644,D64
2371,D44
S86012D,S86
T83018A,T83
T5991XA,T59
F508,F50
I70492,I70
C9231,C92
30443,F11
C9221,C92
S43111A,S43
75681,Q75
3588,G70
V00111A,V00
1106,B35
G47429,G47
G002,G00
07981,B97
52879,K12
T82511A,T82
0860,
D487,D48
52519,K08
S83231A,S83
Y9339,Y93
80071,S02
2130,
2120,D14
38921,H90
37733,H47
59800,N35
N910,N91
E228,E22
I63343,I63
H348192,H34
X503XXA,X50
75521,
T43295S,T43
E8350,E83
N903,N90
L631,L63
Q280,Q28
S3401XA,S34
C8110,C81
S52122A,S52
80372,S02
E0291,
V028,
J8403,J84
I70542,I70
S90122A,S90
32341,G04
L02232,L02
47834,J34
S62336A,S62
H7421,H74
V8609XA,V86
S62395A,S62
S63064A,S63
0478,
S32131A,S32
L97424,L97
7050,L74
M7732,M77
S91205A,S91
F424,F42
E9442,
S76821A,S76
S838X1A,S83
S92041A,S92
S92061A,S92
37520,H04
92421,S70
64804,
O4103X1,O41
O30043,O30
O365932,O36
O4103X2,O41
63492,O03
1273,
36489,H20
72612,M75
Z8342,Z83
N882,N88
D3132,D31
E8743,
S27431A,S27
D0462,D04
I70462,I70
D5720,D57
L89126,L89
7289,M60
7489,
E113512,E11
H7011,H70
G44329,G44
G652,G65
S32119A,S32
H44011,H44
H00033,H00
H540X55,H54
86382,
8290,T14
38089,H61
R29738,R29
38871,H93
T394X6A,T39
9773,
M7052,M70
H5200,H52
3070,F98
9881,
E8655,
T392X5A,T39
7581,Q90
6965,L40
S88912A,S88
S85092A,S85
S82141C,S82
S82142C,S82
S62398A,S62
S62102A,S62
83103,S43
1953,C76
S3509XA,S35
E8310,E83
T82897D,T82
V8709,
S2502XA,S25
S27332A,S27
Y788,Y78
Z8043,Z80
N027,N02
F10920,F10
M455,M45
M8958,M89
9831,T54
M85872,M85
M85831,M85
V6405,
S06321A,S06
